DISTRICT,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R
"003903",-1,-1,-1,44,13,80,35,9,69,38,25,79,-1,-1,-1,83,63,92,83,60,95,75,44,91,70,60,85,83,50,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,46,18,78,47,23,80,37,14,69,51,30,77,34,8,57,33,7,67,33,13,69,25,8,58,42,18,70,24,5,48,38,13,74,41,17,76,29,9,64,44,22,73,27,5,49,47,18,79,50,24,82,42,15,73,50,28,78,44,11,64,44,16,80,47,21,82,33,10,69,48,26,77,29,4,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,19,4,60,33,10,75,17,4,55,16,5,52,-1,-1,-1,46,19,77,45,21,78,32,12,66,53,32,77,25,6,49,31,8,70,34,12,73,21,5,58,33,12,66,16,2,41,33,15,61,35,15,60,30,11,46,32,8,51,28,11,33,66,34,89,64,37,87,57,27,82,67,50,87,54,18,73
"003904",-1,-1,-1,50,21,71,33,17,67,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,47,18,79,52,24,83,43,14,74,49,19,78,35,8,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,16,74,44,18,79,34,11,67,46,15,74,30,6,56,45,18,81,56,30,87,51,19,79,43,15,78,52,16,76,-1,-1,-1,42,28,80,40,11,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,48,18,78,49,18,81,36,11,69,53,23,78,-1,-1,-1,23,5,64,30,8,71,22,4,57,31,9,63,-1,-1,-1,-1,-1,-1,26,7,55,17,7,37,-1,-1,-1,-1,-1,-1,48,20,81,54,24,85,44,15,75,49,20,79,37,9,60
"003905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,14,77,47,17,79,38,12,68,47,21,76,21,3,51,-1,-1,-1,37,13,72,26,9,56,30,16,68,-1,-1,-1,36,11,76,45,16,77,36,11,66,45,20,75,-1,-1,-1,33,11,75,49,19,82,42,14,74,46,19,76,-1,-1,-1,35,10,72,47,18,78,33,9,66,44,21,75,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,28,7,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,16,79,45,16,76,34,10,63,48,23,75,-1,-1,-1,27,5,68,33,9,71,20,4,55,28,9,62,-1,-1,-1,25,10,48,25,8,60,20,7,38,-1,-1,-1,-1,-1,-1,58,27,89,51,19,83,50,18,76,65,25,84,36,8,59
"003906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,9,65,31,11,75,32,9,65,50,19,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,23,7,70,23,7,54,42,16,61,-1,-1,-1,-1,-1,-1,31,8,80,35,7,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,16,67,30,14,70,30,12,63,52,31,72,-1,-1,-1,-1,-1,-1,19,5,69,14,6,47,29,18,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,9,67,31,11,75,32,10,65,49,17,66,-1,-1,-1
"003907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,22,80,45,19,82,44,16,74,51,27,76,41,8,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,20,78,41,18,80,38,13,67,47,20,71,-1,-1,-1,59,24,83,44,19,84,48,21,80,47,25,71,46,8,76,50,26,81,39,18,81,40,13,71,60,31,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,19,76,45,19,80,40,10,68,55,30,81,36,8,68,38,8,67,26,9,67,20,5,52,37,14,68,-1,-1,-1,-1,-1,-1,22,8,51,19,9,36,-1,-1,-1,-1,-1,-1,56,19,79,46,20,83,46,17,75,50,28,77,45,9,74
"004901",-1,-1,-1,50,23,87,41,22,75,55,45,91,-1,-1,-1,-1,-1,-1,64,46,93,57,25,75,64,55,91,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,44,17,77,49,23,81,38,14,69,56,31,80,31,9,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,17,77,49,23,81,39,14,69,56,31,80,31,9,51,44,16,80,51,25,82,42,17,76,52,26,77,37,12,57,36,11,70,41,16,76,31,9,62,43,20,71,25,5,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,17,74,47,21,80,35,11,62,59,36,83,26,6,46,44,17,77,49,23,81,39,14,69,55,31,80,31,9,51,-1,-1,-1,30,13,52,26,6,39,-1,-1,-1,-1,-1,-1,51,22,83,55,27,84,44,17,74,65,39,86,34,12,56
"005901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,24,89,65,29,87,61,31,88,63,41,89,59,26,79,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,53,21,89,50,19,80,51,21,86,63,38,81,-1,-1,-1,71,24,93,65,27,89,65,33,91,54,32,93,65,26,85,-1,-1,-1,47,22,84,46,23,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,65,24,86,64,30,86,58,29,85,70,47,86,54,26,74,43,10,78,32,10,68,29,8,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,27,90,68,30,88,64,33,89,65,43,92,59,26,80
"005902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,26,89,62,30,88,61,27,87,53,27,76,56,18,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,34,10,77,41,8,75,-1,-1,-1,-1,-1,-1,56,24,90,65,29,89,66,31,92,49,26,71,66,25,87,-1,-1,-1,41,17,83,36,16,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,65,28,88,60,30,88,56,23,82,56,28,80,48,13,77,32,9,81,36,7,78,-1,-1,-1,37,13,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,28,91,65,31,89,64,27,88,56,29,76,58,19,83
"005904",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,24,93,71,37,92,56,21,84,49,19,77,55,25,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,62,35,83,47,14,68,-1,-1,-1,-1,-1,-1,63,13,92,68,32,94,59,19,89,48,15,76,59,30,78,-1,-1,-1,56,31,82,46,8,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,31,93,74,42,91,53,22,80,49,22,78,50,21,75,-1,-1,-1,35,12,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,30,97,77,40,96,60,26,88,60,25,83,58,32,79
"006902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,16,84,50,23,84,49,13,70,48,25,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,18,81,42,7,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,23,84,51,15,74,46,18,79,-1,-1,-1,-1,-1,-1,43,24,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,58,21,84,51,23,84,46,12,67,50,33,75,-1,-1,-1,-1,-1,-1,32,11,71,-1,-1,-1,60,29,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,16,84,50,25,84,49,13,70,51,26,79,-1,-1,-1
"007901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,13,70,37,13,76,39,10,70,39,11,81,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,10,66,33,11,77,31,7,66,29,9,78,-1,-1,-1,39,14,80,42,14,82,39,11,71,-1,-1,-1,-1,-1,-1,35,10,69,34,11,75,36,8,67,39,10,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,12,60,31,12,70,39,9,68,46,20,78,-1,-1,-1,23,8,61,29,8,69,27,6,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,30,91,72,32,96,-1,-1,-1,-1,-1,-1
"007902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,23,81,43,21,78,44,16,71,61,36,80,35,12,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,12,71,32,12,71,33,9,62,45,21,66,23,5,53,49,24,83,47,24,79,48,19,75,59,34,81,39,15,66,43,16,76,35,14,74,37,10,66,54,30,73,26,7,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,22,79,40,18,78,41,13,69,62,38,79,32,9,55,22,4,66,19,4,62,17,1,51,40,17,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,35,89,58,32,87,57,26,82,70,43,89,51,20,71
"007904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,29,8,61,28,10,66,28,9,58,20,4,50,26,5,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,5,53,23,7,62,23,7,52,-1,-1,-1,24,3,42,25,7,55,27,10,65,32,12,61,-1,-1,-1,35,8,60,26,6,56,26,9,63,26,8,55,-1,-1,-1,25,5,44,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,6,43,-1,-1,-1,-1,-1,-1,33,10,66,29,9,67,24,7,55,26,6,59,-1,-1,-1,15,2,48,16,4,55,12,2,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,19,86,40,15,78,39,17,71,-1,-1,-1,-1,-1,-1
"007905",-1,-1,-1,47,35,94,59,35,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,42,16,78,38,16,76,35,12,65,46,21,78,29,7,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,10,72,30,10,69,26,7,55,39,16,74,21,5,42,41,16,79,39,17,76,39,15,68,46,17,79,37,13,57,36,11,74,32,12,73,29,10,60,43,17,74,23,5,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,8,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,16,77,37,15,75,31,10,61,45,24,77,23,2,49,23,4,68,19,4,63,15,2,47,29,9,67,-1,-1,-1,-1,-1,-1,27,10,46,20,7,36,-1,-1,-1,-1,-1,-1,58,30,87,52,26,83,49,20,76,53,29,87,43,13,67
"007906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,11,74,40,15,77,38,12,68,32,10,61,39,8,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,9,71,36,13,74,33,10,64,26,7,57,34,7,63,34,8,78,42,17,79,44,15,74,35,9,68,48,10,77,33,10,73,39,15,77,36,12,67,29,8,58,39,9,68,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,30,15,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,15,70,38,14,74,31,10,62,29,10,54,28,6,55,18,4,64,26,8,69,19,4,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,9,43,22,5,36,-1,-1,-1,-1,-1,-1,47,21,79,47,21,79,52,17,75,53,22,78,-1,-1,-1
"008901",-1,-1,-1,38,19,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,50,18,79,48,24,81,50,20,78,50,24,76,41,12,65,-1,-1,-1,19,7,56,22,4,55,-1,-1,-1,-1,-1,-1,35,7,71,36,15,74,38,11,68,40,15,67,27,3,51,52,22,82,52,28,84,58,24,85,48,18,77,49,15,73,41,13,75,38,15,76,40,12,71,45,15,73,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,24,7,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,15,75,45,20,78,43,15,71,53,29,76,34,10,58,22,2,59,21,5,64,21,3,57,24,5,55,-1,-1,-1,-1,-1,-1,22,8,37,22,6,36,-1,-1,-1,-1,-1,-1,60,24,85,58,31,88,59,26,85,58,31,82,51,17,77
"008902",-1,-1,-1,51,22,81,57,33,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,17,74,42,17,76,41,16,71,61,36,85,38,12,58,-1,-1,-1,30,4,70,25,5,56,49,22,73,-1,-1,-1,29,9,66,32,11,69,30,9,61,51,24,79,21,2,41,41,16,75,43,17,77,45,19,75,58,30,84,38,15,60,32,11,70,35,12,70,33,10,65,56,28,86,30,9,52,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,13,3,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,18,72,42,16,75,38,14,67,63,41,85,38,10,57,17,4,58,21,4,62,15,4,52,34,13,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4,32,-1,-1,-1,-1,-1,-1,57,27,82,55,25,84,54,26,81,69,47,88,49,17,68
"008903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,22,83,48,21,80,45,18,78,69,41,90,41,7,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,11,78,39,15,74,35,12,72,58,31,85,-1,-1,-1,53,21,82,49,20,84,50,21,84,69,37,90,45,11,80,36,11,79,37,13,75,36,12,70,64,32,90,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,28,7,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,23,85,47,23,77,40,15,72,68,45,89,-1,-1,-1,36,12,77,34,10,73,23,6,64,56,23,82,-1,-1,-1,-1,-1,-1,26,13,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,34,89,63,32,89,59,28,90,74,52,92,71,14,89
"009901",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,5,62,37,16,76,33,12,69,45,24,72,31,8,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,18,3,59,34,13,73,30,11,65,40,19,68,24,6,54,18,5,60,38,17,79,39,15,74,41,22,67,33,9,71,18,3,59,34,14,73,30,11,67,44,23,72,25,7,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,6,65,36,15,73,28,10,65,50,27,78,29,6,46,9,3,49,20,7,65,15,5,55,35,15,62,-1,-1,-1,-1,-1,-1,26,10,61,25,13,42,-1,-1,-1,-1,-1,-1,45,15,77,47,26,85,47,20,79,54,35,77,51,12,66
"010901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,19,81,36,11,76,43,18,77,40,15,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,8,73,37,11,74,-1,-1,-1,-1,-1,-1,48,29,81,47,16,79,57,22,86,48,21,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,13,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,7,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,18,77,38,10,76,45,21,77,42,18,74,-1,-1,-1
"010902",-1,-1,-1,28,24,76,42,23,77,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,50,21,78,37,16,73,44,20,71,42,25,75,36,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,38,15,68,28,12,67,32,13,63,34,18,65,25,5,50,48,20,81,40,18,79,50,26,78,44,23,80,50,15,74,38,10,67,30,13,70,37,13,68,34,9,66,34,5,61,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,25,8,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,23,76,34,15,68,39,15,65,39,26,70,23,5,47,25,5,63,18,5,57,21,5,51,20,6,60,-1,-1,-1,21,10,50,22,7,48,26,12,38,-1,-1,-1,-1,-1,-1,56,28,84,41,18,75,48,23,73,45,31,80,38,13,60
"011901",47,19,73,42,14,72,37,17,74,55,35,75,-1,-1,-1,-1,-1,-1,57,52,90,61,32,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,41,15,74,38,16,72,34,12,62,43,23,67,24,4,46,32,12,73,23,6,60,24,7,53,43,14,70,-1,-1,-1,34,10,70,32,12,67,26,7,56,34,16,59,16,2,38,40,14,74,39,16,74,38,13,67,39,20,65,29,5,53,34,11,70,34,13,69,28,8,57,35,16,60,19,3,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,2,50,21,6,57,9,2,35,-1,-1,-1,-1,-1,-1,42,16,74,37,15,70,30,10,58,47,26,69,19,3,39,25,5,64,21,6,60,16,3,46,26,10,53,8,1,25,15,5,39,13,3,33,10,2,21,18,6,34,-1,-1,-1,61,27,86,52,25,82,50,21,75,59,38,82,37,8,61
"011902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,32,10,66,25,8,62,30,10,60,35,14,66,28,5,51,22,4,64,16,4,49,23,5,50,29,16,65,-1,-1,-1,26,6,61,21,6,57,24,7,55,29,11,60,25,3,47,32,11,69,28,9,64,35,12,66,32,12,65,34,7,58,27,8,61,23,7,60,26,8,58,29,10,61,26,3,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,14,4,50,13,5,42,-1,-1,-1,-1,-1,-1,32,9,62,23,6,59,25,8,54,38,17,67,22,4,44,19,4,56,14,3,52,16,3,48,24,6,56,18,1,38,-1,-1,-1,17,5,37,17,5,29,-1,-1,-1,20,11,22,55,22,83,39,13,76,48,20,73,56,24,78,41,16,59
