DISTRICT,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R
"099903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,13,73,38,16,80,39,13,72,36,12,76,34,11,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,8,69,31,10,75,33,9,67,31,10,74,-1,-1,-1,50,16,73,43,18,81,45,18,77,33,14,83,40,19,64,-1,-1,-1,35,14,75,29,10,65,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,38,11,73,34,14,80,33,8,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,21,81,42,17,84,46,16,76,43,15,79,35,15,69
"100903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,7,72,34,12,78,40,13,70,24,9,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,7,72,29,9,61,-1,-1,-1,-1,-1,-1,27,6,71,37,12,82,46,16,78,31,12,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,10,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,8,73,31,12,74,35,11,64,20,7,52,-1,-1,-1,-1,-1,-1,20,6,66,19,6,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,10,53,21,8,35,-1,-1,-1,-1,-1,-1,35,9,77,38,14,80,46,16,76,29,11,64,-1,-1,-1
"100904",-1,-1,-1,44,20,83,56,21,78,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,47,18,81,50,24,86,46,17,75,56,29,80,43,12,72,-1,-1,-1,33,14,79,30,8,66,40,19,76,32,11,61,35,12,77,43,17,82,37,12,70,45,21,74,35,9,64,48,20,83,50,25,88,51,20,81,57,30,80,52,17,80,48,17,83,53,21,85,41,14,73,56,32,82,38,15,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,46,16,80,50,23,84,40,13,71,54,27,80,34,8,64,25,7,69,33,11,76,24,6,60,37,14,69,22,6,52,20,9,45,26,13,51,19,6,32,-1,-1,-1,23,11,29,53,23,84,55,27,88,50,19,78,59,31,80,46,13,75
"100905",67,56,100,55,30,90,71,48,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,69,37,91,62,33,89,54,22,82,60,35,85,46,16,73,40,14,76,47,19,78,35,15,70,31,14,72,-1,-1,-1,60,33,87,54,28,85,43,18,75,53,26,83,37,11,64,68,34,91,60,33,90,59,23,86,58,31,89,56,21,79,62,25,89,60,34,91,45,15,80,51,22,76,38,16,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,17,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,39,91,63,33,88,49,21,78,61,39,82,37,10,67,53,30,84,51,25,81,38,15,70,47,24,75,30,10,55,34,27,56,24,12,57,23,11,39,-1,-1,-1,-1,-1,-1,73,41,93,64,34,90,57,23,83,65,40,89,52,18,78
"100907",43,36,64,38,22,78,46,17,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,47,87,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,21,81,48,19,83,52,22,81,55,29,81,45,14,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,41,15,76,40,14,78,45,18,77,49,23,76,34,10,62,52,22,82,49,21,85,59,27,86,49,23,79,54,19,82,47,17,83,40,13,77,45,16,80,48,19,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,20,80,46,16,81,46,16,76,62,36,84,37,10,66,32,7,66,31,11,74,34,11,68,42,16,70,24,6,54,-1,-1,-1,29,10,55,28,7,43,-1,-1,-1,-1,-1,-1,51,21,81,48,19,84,53,22,81,56,29,82,46,15,74
"100908",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,9,74,24,7,69,36,13,67,34,16,76,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,9,72,20,7,63,32,11,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,6,67,41,17,72,35,16,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,33,11,71,24,8,71,32,10,63,33,16,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,5,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,10,73,25,8,69,36,13,67,36,17,79,-1,-1,-1
"101802",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,18,74,50,23,83,37,15,74,55,25,84,38,8,70,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,35,18,74,50,23,84,37,15,75,55,26,83,40,8,72,34,16,70,45,19,81,35,15,73,52,21,79,40,9,72,36,18,74,50,24,84,38,15,74,55,25,84,39,8,70,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,24,6,66,41,17,79,28,8,69,-1,-1,-1,31,5,62,38,20,78,55,28,86,40,15,75,58,31,88,37,7,68,28,9,70,46,18,81,32,11,71,-1,-1,-1,33,6,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"101803",-1,-1,-1,-1,-1,-1,41,23,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,38,12,71,41,17,83,56,29,85,46,30,71,45,11,73,-1,-1,-1,33,13,82,66,27,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,13,75,50,23,80,-1,-1,-1,-1,-1,-1,39,10,70,40,15,87,65,34,89,49,28,72,49,18,74,-1,-1,-1,33,11,81,48,23,79,29,24,62,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,16,71,43,19,79,47,23,81,43,32,70,-1,-1,-1,-1,-1,-1,21,5,68,36,12,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,11,53,-1,-1,-1,-1,-1,-1,44,16,75,48,22,85,61,33,88,55,36,77,49,12,74
"101804",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,3,45,8,3,48,14,2,39,23,4,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,3,45,8,3,49,14,2,40,24,4,57,-1,-1,-1,-1,-1,-1,7,3,48,16,3,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,48,13,2,39,23,4,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,48,12,2,36,28,5,64,-1,-1,-1,-1,-1,-1,4,2,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"101806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,14,77,49,25,80,37,14,74,51,23,80,35,7,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,14,77,49,25,80,37,13,74,51,22,80,34,7,62,38,14,76,50,25,83,38,15,76,47,21,78,35,7,63,42,15,77,50,25,81,37,14,74,51,23,80,35,7,62,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,23,4,70,40,16,73,21,6,59,-1,-1,-1,22,4,49,46,14,79,48,25,78,36,12,71,56,25,82,34,7,60,30,6,73,40,16,76,28,7,67,44,13,76,26,4,53,-1,-1,-1,39,20,61,29,17,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"101807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,47,19,81,53,31,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,25,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,19,69,.,.,.,-1,-1,-1,-1,-1,-1,45,19,84,61,35,87,.,.,.,-1,-1,-1,-1,-1,-1,45,17,79,48,28,79,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,50,18,79,43,25,79,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,50,100,.,.,.,-1,-1,-1
"101810",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,13,87,47,27,74,31,15,66,.,.,.,40,7,58,-1,-1,-1,53,31,78,36,15,71,.,.,.,-1,-1,-1,42,13,87,47,27,74,31,15,67,.,.,.,40,7,58,-1,-1,-1,51,30,79,37,18,71,.,.,.,45,9,65,45,13,87,45,24,72,29,15,65,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,42,22,74,26,13,64,.,.,.,40,9,58,36,14,89,43,24,69,25,11,61,.,.,.,-1,-1,-1,-1,-1,-1,44,23,74,27,13,65,.,.,.,39,9,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"101811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"101813",-1,-1,-1,54,34,86,51,28,72,-1,-1,-1,-1,-1,-1,90,56,93,77,56,94,68,40,92,65,50,90,50,32,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,46,18,78,49,25,83,48,21,78,56,30,84,44,12,71,40,14,73,43,21,79,46,20,75,58,35,85,43,13,68,45,18,77,49,25,83,47,20,78,55,29,83,43,11,70,46,19,78,50,26,85,51,23,81,54,29,82,50,15,78,47,19,79,51,26,85,48,20,79,55,28,83,44,12,72,-1,-1,-1,60,40,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,6,68,43,17,81,31,11,71,24,8,59,32,6,62,45,17,77,48,23,82,44,18,75,58,32,86,38,9,65,29,7,69,41,17,80,31,11,69,35,15,68,31,6,62,15,4,44,19,6,52,14,4,37,15,6,41,13,5,28,63,38,75,57,33,76,51,34,85,-1,-1,-1,-1,-1,-1
"101814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,6,59,38,15,73,27,11,62,.,.,.,-1,-1,-1,-1,-1,-1,30,12,69,25,10,59,.,.,.,-1,-1,-1,19,5,57,39,16,75,28,11,65,.,.,.,-1,-1,-1,-1,-1,-1,37,14,72,27,11,62,.,.,.,-1,-1,-1,23,8,63,42,17,75,30,12,65,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,20,6,61,41,16,73,27,10,62,.,.,.,-1,-1,-1,22,8,62,38,16,74,27,11,63,.,.,.,-1,-1,-1,16,5,54,37,15,72,25,10,60,.,.,.,-1,-1,-1,-1,-1,-1,24,12,55,21,15,45,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"101815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,63,31,94,63,31,94,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,52,13,87,54,28,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,52,14,83,55,28,85,.,.,.,-1,-1,-1,-1,-1,-1,45,16,82,49,22,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,26,83,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,51,15,83,50,28,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,36,89,.,.,.,-1,-1,-1,-1,-1,-1,51,16,86,52,26,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"101819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,17,87,67,37,92,49,18,81,44,22,78,55,13,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,16,86,67,37,92,49,18,80,45,21,76,55,13,73,49,18,92,68,39,94,52,21,88,39,22,83,59,17,76,50,17,86,67,37,93,49,18,81,43,23,78,55,13,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,59,29,90,38,15,75,-1,-1,-1,49,8,68,53,15,80,66,34,91,45,15,73,-1,-1,-1,52,10,71,-1,-1,-1,61,29,91,39,14,76,-1,-1,-1,49,8,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"101821",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,20,84,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,16,79,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,18,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,26,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,23,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,13,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"101828",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,42,96,83,53,97,67,31,94,82,62,98,66,20,90,-1,-1,-1,82,41,100,82,53,100,-1,-1,-1,-1,-1,-1,78,42,97,84,53,97,67,31,93,82,62,98,65,19,90,74,38,95,84,51,98,67,35,94,77,60,95,65,19,91,77,43,96,84,53,97,66,31,94,82,61,98,66,20,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,17,89,75,41,95,44,18,88,61,29,96,54,11,86,82,47,98,83,55,97,66,28,94,86,63,100,66,22,89,59,17,90,75,41,95,45,18,88,71,31,96,53,12,84,-1,-1,-1,40,12,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101837",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,71,100,86,64,100,87,80,100,100,83,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,43,99,64,27,90,66,29,89,75,42,98,59,19,88,82,45,100,53,17,80,62,28,87,75,42,100,-1,-1,-1,81,42,98,65,27,87,60,27,89,71,49,97,52,15,85,83,38,98,61,27,86,71,33,92,78,50,98,61,22,92,87,33,98,65,27,90,66,24,89,65,33,95,55,18,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,48,100,67,29,95,59,25,86,71,29,97,-1,-1,-1,-1,-1,-1,36,9,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,53,100,55,21,94,60,28,88,83,50,100,-1,-1,-1
"101838",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,6,57,37,14,69,28,9,58,19,8,54,27,6,48,-1,-1,-1,36,18,80,31,11,74,-1,-1,-1,-1,-1,-1,18,6,55,37,14,69,27,9,58,14,5,53,28,7,49,20,7,53,38,17,69,29,11,60,20,7,46,30,11,46,17,6,55,37,14,69,27,9,57,-1,-1,-1,28,7,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,10,3,48,33,12,65,22,9,49,-1,-1,-1,26,8,48,17,5,59,36,13,69,27,6,57,18,8,61,-1,-1,-1,12,3,52,33,12,66,23,8,53,17,8,54,25,7,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,54,85,.,.,.
"101840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,45,20,84,38,14,77,.,.,.,-1,-1,-1,-1,-1,-1,48,23,83,38,16,78,.,.,.,-1,-1,-1,-1,-1,-1,45,20,83,36,11,76,.,.,.,-1,-1,-1,-1,-1,-1,44,17,87,40,13,77,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,46,24,80,34,15,78,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"101842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,28,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,38,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
